[ASSETS]
Objects/brick_test.txt
Objects/mario.txt
Objects/bullet.txt
Objects/background.txt

[MAP]
5120 480

[OBJECTS]
########## BACKGROUND ##########
# type x y z
6 3280 207 0.5
6 3296 207 0.5
6 3312 207 0.5
6 3328 207 0.5
6 3344 207 0.5
6 3360 207 0.5
6 3376 207 0.5
6 3392 207 0.5
6 3408 207 0.5
6 3424 207 0.5
6 3440 207 0.5
6 3456 207 0.5
6 3472 207 0.5
6 3488 207 0.5
6 3504 207 0.5
6 3520 207 0.5
6 3536 207 0.5
6 3552 207 0.5
6 3568 207 0.5
6 3584 207 0.5
6 3600 207 0.5
6 3616 207 0.5
6 3632 207 0.5
6 3648 207 0.5
6 3664 207 0.5
6 3680 207 0.5
6 3696 207 0.5
6 3712 207 0.5
6 3728 207 0.5
6 3744 207 0.5
6 3760 207 0.5
6 3776 207 0.5
6 3792 207 0.5
6 3808 207 0.5
6 3824 207 0.5
6 3840 207 0.5
6 3856 207 0.5
6 3872 207 0.5
6 3888 207 0.5
6 3904 207 0.5
6 3920 207 0.5
6 3936 207 0.5
6 3952 207 0.5
6 3968 207 0.5
6 3984 207 0.5
6 4000 207 0.5
6 4016 207 0.5
6 4032 207 0.5
6 4048 207 0.5
6 4064 207 0.5
6 4080 207 0.5
6 4096 207 0.5
6 4112 207 0.5
6 4128 207 0.5
6 4144 207 0.5
6 4160 207 0.5
6 4176 207 0.5
6 4192 207 0.5
6 4208 207 0.5
6 4224 207 0.5
6 4240 207 0.5
6 4256 207 0.5
6 4272 207 0.5
6 4288 207 0.5
6 4304 207 0.5
6 4320 207 0.5
6 4336 207 0.5
6 4352 207 0.5
6 4368 207 0.5
6 4384 207 0.5
6 4400 207 0.5
6 4416 207 0.5
6 4432 207 0.5
6 4448 207 0.5
6 4464 207 0.5
6 4480 207 0.5
6 4496 207 0.5
6 4512 207 0.5
6 4528 207 0.5
6 4544 207 0.5
6 4560 207 0.5
6 4576 207 0.5
6 4592 207 0.5
6 4608 207 0.5
6 4624 207 0.5
6 4640 207 0.5
6 4656 207 0.5
6 4672 207 0.5
6 4688 207 0.5
6 4704 207 0.5
6 4720 207 0.5
6 4736 207 0.5
6 4752 207 0.5
6 4768 207 0.5
6 4784 207 0.5
6 4800 207 0.5
6 4816 207 0.5
6 4832 207 0.5
6 4848 207 0.5
6 4864 207 0.5
6 4880 207 0.5
6 4896 207 0.5
6 4912 207 0.5
6 4928 207 0.5
6 4944 207 0.5
6 4960 207 0.5
6 4976 207 0.5
6 4992 207 0.5
6 5008 207 0.5
6 5024 207 0.5
6 5040 207 0.5
6 5056 207 0.5
6 5072 207 0.5
6 5088 207 0.5
6 5104 207 0.5
6 5120 207 0.5
