[ASSETS]
Objects/brick.txt
Objects/mario.txt
Objects/bullet.txt
Objects/background.txt
Objects/brick_fragment.txt
Objects/dynamic_platform.txt

[MAP]
2810 720

[OBJECTS]
########## BACKGROUND ##########
# type x y z
1 1040 688 0.5
1 1056 688 0.5
1 1072 688 0.5
1 1088 688 0.5
1 1104 688 0.5
1 1120 688 0.5
1 1136 688 0.5
1 1152 688 0.5
1 1168 688 0.5
1 1184 688 0.5
1 1200 688 0.5
1 1216 688 0.5
1 1232 688 0.5
1 1248 688 0.5
1 1264 688 0.5



1 1328 688 0.5
1 1344 688 0.5
1 1360 688 0.5
1 1376 688 0.5
1 1392 688 0.5
1 1408 688 0.5
1 1424 688 0.5
1 1440 688 0.5
1 1456 688 0.5
1 1472 688 0.5
1 1488 688 0.5
1 1504 688 0.5
1 1520 688 0.5
1 1536 688 0.5
1 1552 688 0.5
1 1568 688 0.5
1 1584 688 0.5
1 1600 688 0.5
1 1616 688 0.5
1 1632 688 0.5
1 1648 688 0.5
1 1664 688 0.5
1 1680 688 0.5
1 1696 688 0.5
1 1712 688 0.5
1 1728 688 0.5
1 1744 688 0.5
1 1760 688 0.5
1 1776 688 0.5
1 1792 688 0.5
1 1808 688 0.5
1 1824 688 0.5
1 1840 688 0.5
1 1856 688 0.5
1 1872 688 0.5
1 1888 688 0.5
1 1904 688 0.5


1 1952 688 0.5
1 1968 688 0.5


1 2016 688 0.5
1 2032 688 0.5
1 2048 688 0.5
1 2064 688 0.5
1 2080 688 0.5
1 2096 688 0.5
1 2112 688 0.5
1 2128 688 0.5
1 2144 688 0.5
1 2160 688 0.5
1 2176 688 0.5
1 2192 688 0.5







1 2320 688 0.5
1 2336 688 0.5
1 2352 688 0.5
1 2368 688 0.5
1 2384 688 0.5
1 2400 688 0.5
1 2416 688 0.5
1 2432 688 0.5







1 2560 688 0.5
1 2576 688 0.5
1 2592 688 0.5
1 2608 688 0.5
1 2624 688 0.5
1 2640 688 0.5
1 2656 688 0.5
1 2672 688 0.5
1 2688 688 0.5
1 2704 688 0.5
1 2720 688 0.5
1 2736 688 0.5
1 2752 688 0.5
1 2768 688 0.5
1 2784 688 0.5
1 2560 672 0.5
1 2576 672 0.5
1 2592 672 0.5
1 2608 672 0.5
1 2624 672 0.5
1 2640 672 0.5
1 2656 672 0.5
1 2672 672 0.5
1 2688 672 0.5
1 2704 672 0.5
1 2720 672 0.5
1 2736 672 0.5
1 2752 672 0.5
1 2768 672 0.5
1 2784 672 0.5
1 2560 656 0.5
1 2576 656 0.5
1 2592 656 0.5
1 2608 656 0.5
1 2624 656 0.5
1 2640 656 0.5
1 2656 656 0.5
1 2672 656 0.5
1 2688 656 0.5
1 2704 656 0.5
1 2720 656 0.5
1 2736 656 0.5
1 2752 656 0.5
1 2768 656 0.5
1 2784 656 0.5
1 2560 640 0.5
1 2576 640 0.5
1 2592 640 0.5
1 2608 640 0.5
1 2624 640 0.5
1 2640 640 0.5
1 2656 640 0.5
1 2672 640 0.5
1 2688 640 0.5
1 2704 640 0.5
1 2720 640 0.5
1 2736 640 0.5
1 2752 640 0.5
1 2768 640 0.5
1 2784 640 0.5

#---- COLUMN BLOCKS ----
# type x y z
1 272 672 0.5

1 304 672 0.5
1 304 656 0.5

1 336 672 0.5
1 336 656 0.5
1 336 640 0.5

1 368 672 0.5
1 368 656 0.5
1 368 640 0.5
1 368 624 0.5

1 400 672 0.5
1 400 656 0.5
1 400 640 0.5
1 400 624 0.5

1 432 672 0.5
1 432 656 0.5
1 432 640 0.5

1 496 672 0.5
1 496 656 0.5
1 496 640 0.5

1 528 672 0.5
1 528 656 0.5

# --- Staircase ---
1 2128 672 0.5
1 2144 672 0.5
1 2160 672 0.5
1 2176 672 0.5
1 2192 672 0.5

1 2144 656 0.5
1 2160 656 0.5
1 2176 656 0.5
1 2192 656 0.5

1 2160 640 0.5
1 2176 640 0.5
1 2192 640 0.5

1 2176 624 0.5
1 2192 624 0.5









